id, "yucs-logo-ani"
link_text, "Sign In"
link_text, "Help"
name, "login"
name, "passwd"
id, "pLabelC"
name, "labeltxt"
id, ".save"
link_text,"I can't access my account"
id,"helplnk"
id,"signUpBtn"
link_text, "Facebook"
link_text, "Google"
class_name, "top mm-lgbx"
Xpath, "/html/body/div[2]/div/div/div"
