id,yucs-logo-ani
linktext,Sign In
linktext,Help
name,login
name,passwd
id,pLabelC
name,labeltxt
id,.save
linktext,I can't access my account
id,helplnk
id,signUpBtn
linktext,Facebook
linktext,Google
classname,top mm-lgbx
xpath,/html/body/div[2]/div/div/div
id,adFrame
linktext,Create New Account
linktext,Terms
linktext,Privacy
